POS_ID,TIME TO FILL
Nt21AKy3R,34
Zw86EVw8K,48
Wl73ZJz6S,42
Rc37FXa2Z,28
Ql40FQf2W,45
Rg35SIc5L,52
Ek30OLe4V,44
Ht14XXh2X,18
Dd21HPj7V,26
Cb99PQp3U,19
Mw71HZs5T,58
Vv70GEx1U,45
Ko86ILe8O,24
Jt50HBk3Z,24
Kt85KBf7Z,57
Kv53SYe6O,18
Lc95JAm3Q,58
Uh91SWe4Z,51
Ip13ZGp8G,22
Rj46JZh9D,54
Cg11NAr7N,18
Aj97OZr6M,36
Hv27VRb8Z,60
Es17TQk1K,24
Dl53SEm0S,32
So31ROh4Y,23
Iy28HDw8S,31
Hq13QQs5I,51
Cx74DSd7G,46
Xl55VNe9Q,19
Sa59AIi4M,60
Lw34TNz2Q,56
Gf79AKh0X,22
Xt88FSe9P,18
Gi49LKc8N,47
It56VYd2N,43
Cg43ODk1N,20
Dn98FXt2A,53
Mb26HRy0K,20
Qw33DDw5M,20
Ik82CQp4J,31
Vl88SHq0G,21
Zn61OBv1A,56
Ra62UXb9R,18
Yx20ZNv7B,43
Wy76CEt7U,56
Ij16IDf7O,51
Cs95TAq8N,41
Yf34QAu0I,49
Wn69BUr1L,40
Qn93WQg2I,35
Fn77RYg3K,40
Kd34FWw4M,17
Bt65GEo9G,16
Rz32URc7M,54
Hm17EFu6I,31
Yy10ZYe6Z,44
Yx34HYc5D,36
Gh50NLh7M,49
Mt12DYc7W,56
Wl36NHt1B,22
Yh51KWz4D,60
Ov12WUs7N,28
Ch28NDi0P,41
Aq50DIr5P,40
Ke23LSw6J,39
Dy43ZYh5K,60
Qo18IGi1T,58
Vd66ZNc1O,14
Hd42NJz6L,49
By69QYa0F,31
Vs42YFa6E,47
Hf64RTz5R,53
Vv11TEv5R,17
Rj42TWt3S,21
Gy21WEa3M,32
Po59ZGj4J,29
Gq24KIn3G,44
Um24MRa3U,36
Hb62PCy2F,20
Ab57RPo1B,47
Pd90RZt2Q,14
Au84GXc0F,43
Av93HEr7X,50
Fy21BNr2Z,21
Rm89SHt1N,31
Wx78EDd9A,35
Oe34XJk6X,25
Im94PJs4I,54
Qv48QBd9V,60
Jb94NAk5H,32
Qr36AGx6W,22
Sf49KNr9T,32
Tm26YTd0T,24
Il31DYh0Q,39
Ci77WGd8Y,36
Pz91TZn4G,36
Us16MSp0Y,51
Qj79ZUi8O,55
Sa51PLu4C,43
Gp56RIg9W,43
Xk91JFy8K,28
Cp12SFx6T,24
Ug11GTl1F,38
Hl17DTd5T,15
Sz21OYq9B,39
Op56UQk0G,57
Dw97TVc8T,53
Dc20WSr1M,60
Zp93YXy5G,40
Vh33PVx1L,56
Uk91RJe1N,38
Cf36PXw2H,21
Kh82XFo4O,39
Pc82HOf8J,15
An50VNs6D,50
Vc80XNn6C,18
Dx35VLj7N,29
Kz71LGj5H,47
Mp70UUx6Q,40
La21GWl1J,35
Rc41QWi3V,57
Ai13QUf1X,23
By25QWw4W,44
Lu43TPr2X,41
Hj46AAh8T,22
Sr81JVx9D,26
Sr68IEy8A,44
Lx49NXm7G,36
Ff31JUt8H,39
Gg50DAg6Z,36
Ug99QZb7K,20
Bx45BWy8B,45
Ww35LHe6X,19
Xc45FUo5P,25
Rv45SHb9Z,32
Ri27GMf6B,26
Hx66EOw2O,44
Ll75YQf1L,36
Lq81PLw5W,29
Jl85AMs3C,21
Nb88PDj9D,38
An47UCv8P,34
Os10RCq6R,39
Tb73OVv9P,44
Lg99ZDo7B,59
Mz28WIb2P,34
Cm27ARl9S,57
Zj66QNw9U,35
Jr58TIs2F,40
Et39KCf5Q,44
Lx51GMh0G,15
Vb63CXa6K,36
Ly83HPm0G,58
Wc19EYk3W,24
Cx74ULd1M,37
Vy73RVd0R,52
Fj36ZSh6D,35
Uq70KFx0R,50
Hk88GRl7K,19
Vd75ZHs6I,14
Rr91WTy7F,59
Ct55WNy9N,19
Ef46XTc7A,32
Yy74UWk0P,46
Lt92OZd1G,29
Zd20BFm3L,50
Gg68FGl9B,49
Od49APo1A,50
Fp18NHh1P,43
Sd33PSo8C,44
Si53BAb1W,21
Pe41UDv5S,20
Xm86IUg7I,42
Sg21XRy4F,55
Pz60HXq8R,15
Il24HRb1Z,54
Xi44RXx6U,50
Ur11QFo9E,34
Ru79KZj2C,43
Zg87TEz8Y,57
Nf93SNe3N,52
Ih16EZp0Q,54
Qv51FIg4U,46
Sk10KVf5T,15
Ra78OYb6U,29
Ct53ANz3L,25
Wd32HUq0N,19
St45JXz2R,45
Pm59TBk8Z,14
Iq20HNh4J,59
Ci42VWa6U,45
Yy88UCe4N,44
Pg13GZx0U,39
Fn45QFx3P,52
Ad76YRu5A,24
Mu89ITr3H,49
Ny79DYq2H,39
Fj32PKb7J,59
Oz79JBy4A,30
Ug74YQz4Y,34
Ko63PFp7X,42
Lm94DAf4C,28
Oi92SCk2H,21
Hp25PKc0Z,15
Bc56OPz7B,38
Xp89RPa3F,17
Bs26WUc9A,16
Xk25ZVv7F,24
Al87ZPw9C,31
Vz24PIi0Q,26
Nl39UGx2O,46
Qr31EHn2Q,60
Rb20FNx8L,56
Sp78EYm7R,33
Se87PHz3N,25
Vu59SQv3R,27
Dg98LKp4H,40
Qk41BQc1E,19
Fz31NGa6X,58
Qn59EDg6F,32
Fs34EFf6K,19
Ig27KIq1K,38
Vz70WPd8L,26
Nt86YCo9O,48
Lq14AFg7P,41
Tu71ZUd1V,17
Tp63WXw7M,32
Hs78TCq0E,45
Ln90XUm5P,36
Vt24CSd5D,42
Cf28ODc8Z,33
Fx51RUu8O,43
Tz45CVm1N,31
Kz46UCz7A,20
Pt73VHp8H,57
Sy52HVs7Q,16
Ku47DQm6T,15
Pd12RWx3L,25
Xr41YGn8O,60
Ih91XPw0N,25
Io12PEg4X,24
Hq83VPl6W,19
Lv33ENi3V,40
Nk43EPf8Y,20
Gm34XKk8L,36
Ya21BIx0G,37
Gv93LMh0K,15
Qm12AZc9Y,48
Mo71MOf7R,22
Df36PXx2U,58
Ds94WMh4Y,33
Bx24ATx2M,47
Ya18NTc8A,14
Mj50VJs3J,56
Lc79NWo5H,31
Fg10FAk5O,44
Ti33NTp2O,49
Ii35UKd5N,58
Cz52CFc7Q,27
Ll88ZDr4B,37
Zp62MGr5M,23
Pu94PYt5K,53
Oc58ZMv9E,30
Ty64UUm0T,36
Qb56EHn5W,18
Dt69MYf9W,35
Ks87GRp3Q,49
Ao99ZNd2R,50
Tp46NAi9S,45
Qe38RJs9C,15
Wm77SLj8X,45
Dq88TXx2F,19
Kp10FZa2D,33
Oh35NOz7N,50
Zh82JFj2M,30
Mi60GWe0E,20
Xt78DMa3J,14
Aw29NDw8G,25
Rv53NVu7N,55
Ea28ITc2T,59
Kn79RGd8G,28
Kq89MJv3B,31
Ms65CUb9T,51
Kd71SRw5A,33
Ul55FUk5X,58
Xy23SSw8P,38
Cg76UQo7I,42
Ya10YIx1Q,17
Fi68LWn6O,51
Ps54ZJb2X,44
Oo73FVg5V,59
Hu78PJk9G,46
Kq18SGf0I,44
Xv60SFk6V,58
Yu57YNd1L,16
Kn94XQs6Q,35
Ia40MWj3Y,40
Lz18IHf5M,34
Ew97ODe3O,57
Av57DFa6H,19
Wt31OCq4N,25
Sp21YCi6J,42
Pt95KIi3K,24
Gl11TOe0E,58
Nr85SEf3F,33
Jt29BIq4S,27
Ht52YCo7J,40
Ej53IPg8P,58
Tb39VOw8L,56
Xu55IVl1O,34
Wy90VMb3W,47
Zz69SIf6X,57
Jt77ACr5E,14
Nc15PRp8P,15
Dw78TUw8D,60
Cd91BPn3J,16
Mb95UJr9B,46
Qr64SBz1I,55
Qs99PCk6V,45
Tv11YKv3O,50
Pc13LQy7D,45
Nn15MKq1B,34
Bv25XMt6B,53
Gy11YNp3Z,38
Ta44GMi7U,35
Cg41EXl9T,39
Pw68KUk5F,28
Ho62LOx0J,26
Pf26AQy9N,28
Mc83TQv7M,42
Vf71GRy1K,55
Wz61DVg9I,14
Eb40ZLa6Y,47
Wl87LYg7F,58
Gq44RWb6W,50
Nd59BCc0Y,28
Zg70OOd5F,38
Km91LVg8N,47
Ty35VEg3L,44
Vi20UAo0X,27
Qj82DJm9B,41
Iu49ICa2M,19
Vh10HOd9S,19
Fu47MSz6Y,19
Pg92UHa4N,52
Nh77SRs7N,34
Ge18ALs6T,58
Ay72FMw9S,52
Gq25XNu0C,27
Js74FQr6Q,20
Hg30RLl5R,40
Wv66CAl5D,21
Nv99NRk4Q,15
Sp10HRn0D,50
Db36JVz6V,19
Lf74YTu9J,44
Zg38IRb8Z,39
Uo25WFi5U,46
Eq56REm9E,38
Wn57YJh8W,41
Ci44ANw3I,39
Kl43YUh1Y,47
Zk20KSh0W,46
Js80OVg6L,19
Zt12HYy1S,57
Mj67EZr9Q,16
Gi98AXi9I,19
Ek76WVy1U,58
Vu35MAr3T,20
Ip43BGz9O,36
Ol92RQn8D,41
Ox29ZNe0E,27
Pw81YFn6F,15
Dd22CWs9V,17
Pq84PKp7J,51
Ge49KQz8E,42
Jt29YGt0R,34
Ha49XOh4R,47
Ny61AKr2X,14
Ig98ZUh6P,27
Sp68ZRa8Z,53
Au42DUn3V,41
El46DGd8M,58
Gj55MHw5Y,52
Xc20TMg0Q,37
Bv90JJp2K,41
Fj17PId7V,31
Cl83MHr6S,38
Xp81ZXy7L,39
Dp72ORr5O,33
Hk23AAi2V,16
Ue13IEz5Y,50
Nq79VAx8C,31
Wk50ATm0X,22
Ql26QQa7Q,56
Fk40SAd2N,26
Ky88MEg9T,21
Ft49QUb1S,33
Tk35VRm9L,47
Fo43HFo2J,33
Kk71UZe5B,58
Gj99DQe7F,35
Oj13HVp1F,46
Jt24XRe7A,28
Hf30CMu3D,35
Jh40MHr1J,48
Lf13XXv3L,29
Gu52UTj5E,36
Ct27TMo6R,26
Tx13CSx4T,51
Ub56TXk5D,18
Eu55ALm3C,37
Sq37DHf9X,28
Qi59IMu4U,47
Zc51TOr7G,59
Be47RUm0Q,28
Vh25ICm9E,16
Px90SBd5O,50
Mj61VIx1W,17
Jk18THj8Q,52
Yh25NDa6Y,48
Ci43HEx9C,21
Vs47EOj5G,58
Hq92BOi6A,40
Rk81KKe1Z,46
Ca92FMd9G,33
Tb62GHn8S,26
Pg93ADt0W,23
Xm26HNe6B,46
Mh40YSs7Z,30
Cp52QLt4O,26
On76SGe9X,49
Rr77JMs1F,47
Wn37QOv1V,40
An22VPy8N,57
Kk85BNt7G,30
Dl74LLq7X,31
Ik22EHg8V,48
Xo98IJh8V,14
Qu74POm1X,56
Ti76WBr2J,43
Mg59OVb0K,53
Bx67DQv7D,40
Fy48ENh7R,29
Jy43CRt6P,46
Yt14GAp0R,41
Ir58KQa6Z,30
Oo72WZq2S,38
Lo11HKt1H,48
By32IFb9W,58
Gs90FBz9K,25
Uj61YVv4L,46
Hh41GHm7P,45
Vl12AXd0G,37
Rh28COc1W,30
Px62AFq0Z,30
Bz41XMa6K,44
Qq59ENg3L,22
Cx36UPe2P,25
Hv97OLt8S,29
Tl92UVe8J,54
Xl57BNn5M,30
Oa38MTo2E,16
Cu20XXd4W,39
Dk93JUi0A,45
Ep88PDt5T,51
To85MGg0Y,26
Vk13TQt6V,59
Ga12NVy1Z,27
Im45VUy1U,49
Kz97OKj2I,33
Ms68GLa1G,19
Ak85CVa7M,42
Sx49HOj7D,30
Uz92RJm0Z,34
Cm95ASo1Y,46
Kf79ETm4H,50
Ud88FMv8O,52
Js71FAi5Y,14
Rm58CHb2B,51
Iz52OBx3V,22
Tm25OMv5E,15
Yr55AXl9V,46
Dp94ACf1X,31
Ww38JUy0V,17
Gb20ZRg0H,45
Jc93RXh4U,41
Bp94CCv9O,38
Ds74MCx1Z,34
Gu97OKx2H,15
Tt51MNx3S,54
Aq87RGw3I,38
Or83BPa7R,58
Ol89MYi5C,28
Vv41YNl3Z,14
Vs37VDl8Y,29
Uv70FMg7A,31
Km27CAp2U,20
Ld61EMp9S,30
Tm27SXq1M,33
Bc96NXz4I,15
Sf41FNf0M,24
Ko72TSw6F,34
Hn48UKl2C,20
Mj15IMy1U,24
Qq53PXs4Q,28
Kb66BJh5F,40
No22DZz0Z,55
Zx65ZDj0H,39
Kk30HEg6C,50
Bo66ZPr0G,25
Bi31KLe6V,48
Zm61RWd6T,37
Gl70GEv4K,46
Xx16UXh2N,56
Bb50IUv1Z,18
Qn16UPd7P,15
Bg25VVn5W,27
Jk45FMg9X,33
Qs39PHk4Z,25
Ew38JPq7K,52
Os70AQx1I,24
Wm54IZq5R,22
Nh66GTb0G,16
Um84JZb3I,31
Zn17DAs8T,25
Ws92FOo3M,30
Od70TLg7E,46
Xu22BFp6X,48
Kr59HLi5B,60
Nw17MSu7U,25
Hr99UZn4Y,23
Zu15ENr7P,29
Vc14XPn8W,17
Ph73JWb2X,16
Er63ZNe3T,30
Kx45AFr2P,55
Wm38OXf8D,45
Fn68OMh8V,35
Jb98XAi6Z,51
Uf47WYh5H,39
Fr34CCy6P,19
Xj90XMk6U,20
Xf61JKl9I,39
Cb61RXl6B,36
Bo93VUl8C,51
Kl68FRa0Z,29
Pq63SIx7R,60
Tx70QGy4T,43
Vz84BJd6E,21
Yj49BEe9Q,55
Hl43OEw0M,53
Nl90QCm1K,24
Bc11PRk9P,25
Fg94SWl7X,54
Yd29RDi5X,41
Iz75ECv7R,59
Xr22KTn5E,55
Wz83ULi6X,41
Vf71FAq5J,34
My88VUf8X,36
Iq72LXf8Q,49
Ym55CPn9X,25
Od50TXc4F,44
Wr39RXn0F,29
Ui40QVb6Q,34
Ir91VJy8C,20
Um32RMe2O,60
Oe33ZMd7Q,45
Ns77VZu6D,21
Jt69JJw6S,29
Xy10RIe3I,50
Bi73HWi7N,58
Pp51BQj1I,50
Nf48OMn7G,18
Gu62MAj1O,46
Tp86ZLq2F,19
Pl83SLb2K,47
Du42ZWq0X,20
Dz57AKh0B,60
Sr97MWp3A,56
Nk12LJn3M,53
Cj44XKi0R,44
Ra16CEn3A,46
Qv71GGr9P,30
Qc82NMi3F,44
Qm78HAs5O,22
Mo35ROd6W,50
Gi43LRw7S,39
Ne17MWx6R,44
Ni18OYg1M,20
Ih90LFd6E,50
Ui74ZBk9H,45
Kk79YVg0D,57
Zn36ZFk2K,14
Ve70AJx0O,16
Oo13YPe5U,17
Xp11DCq8N,18
Nl94BXe1R,58
Ba80ZAf7H,54
Xc84IBc2D,59
Se69IVk3N,34
Xz86IXj8M,54
Ot74CJr2E,18
Pc26ZSl2B,27
Xo70USr9S,54
Lk97BKb4W,17
Cn48DDi4H,42
Te73KRs7H,58
Dc51ILq3W,48
Ak46XYj4C,40
Br78LGg6X,54
Zz48FRp8Q,17
Ug88EOr4F,32
Po83XTb5O,25
Qd40WCw5M,20
Ol73GNi0G,17
Cq57WTx7G,43
Ka53JAv7T,42
Mx48NPk3B,18
Lo11AIn1X,53
Tc63UZr7G,25
Sy67YQw5E,16
Hu33FEz3Z,25
Lk83UOo7I,55
Vp69FFp0P,24
Ux21BBl1Z,25
Zv16BYg6W,33
Cw80NFq8F,24
Qj78KDc7T,48
Ke80HOj0E,59
Sh58RWp4N,15
Qu33DSq6I,23
Oy86DAm1M,42
Hf76BPc4J,47
Pg89YNu1P,14
Tz70KKw0H,54
Sb46JOw6W,55
Fl51RZo4F,58
Bw65GPs1P,29
Dx87WVr7I,18
Yi52CQm5L,22
Dk27LDx9K,47
Vi19PWv5C,34
Om49LJd5X,35
Ce19OBf2I,46
Gp35DMf3T,26
Tf43GNr6E,27
Pg84TPa7Y,60
Yr60WQi4J,29
Zw93RCr3C,43
Pe83JUa7C,35
Eo97WYa0U,54
Km25LYv0H,32
Kz72TSp3S,52
Dj72LIa4N,21
Fl78NHg0C,26
Jb52ABd2K,56
Gu21YDf5K,24
Re13YWx4V,57
Ad44CSy1C,49
Nk52LKj5F,29
Dx75RWi0K,34
Kk57HNs7T,22
Dx64SMv0P,53
Ib16OVb6B,39
Mr89FNp9S,37
Cg46HRe1K,25
Um80HWi1E,43
Gp71HEb8W,46
Hg16FUd5S,51
Hl30CQu4I,36
Xp46MGi7X,21
Ck45SMx9Z,27
Jt69DJg9X,43
Bz90YFj9P,59
Vt24GXu3H,25
Ko38OMb1Q,50
Fz77LYb4Z,29
Uf53UBm7H,52
Xu49QDo0T,23
Sl31KBo0D,32
By33QQf7L,55
Hi26IZg7U,47
Ha25WCe2I,53
Bq24DWc0F,20
Yd23NRr1R,47
Cr43CEq5B,25
Zp55EEr5R,45
Il22VIo6N,17
So72GJy1T,51
Pt27MEf3W,49
We92MVz9J,33
Bm43TDy1Z,25
Ob37NDc4P,45
Za61RYl3Z,23
Pt28CAx4U,40
Ey96WEh3V,57
Gp10PTv8O,21
Cd80EWq5D,51
Hp91JTo7Z,42
Zf99JCl7O,52
Pg99OXu7N,21
On63RFm9P,55
Fi88KLn8Z,38
Zx58IUy6B,57
Gw17FLk6I,20
Hb23CVf9X,52
Hn25SPw7Y,16
Ab31RKi5D,38
Hb44ZOj9X,21
Gy75CGq7C,34
Jz23KCs2L,60
Xi68QVv8B,47
Et45PFx2X,18
Pb96JNk6E,54
Go46BYh2R,17
Hy78KGy7C,51
Fj64XCs1X,50
Zi54QYj4L,37
Bs69QTa4O,25
Fh87NSg9Z,58
Rj95GWe1C,46
Vd46MVg2R,17
Af60OUn5B,45
Ld52YFf5B,15
Wp74FJh5S,59
Oz29RKb5E,23
Wd81PCh4J,29
Mt31ZNl2Y,21
Ic68VGm1X,25
Bw48QKb1D,57
Qu91ZIc8Y,25
Mt35YBa1J,54
Yh89PGv6N,45
Jk22MXk2S,37
Pd52TYb4T,53
Wb97QCd3J,19
Qm26LFy1Y,46
Dt14QUk8Y,55
In11RMr5B,20
Hm90XGw2A,16
Ki94QYy3E,21
Uz43FRc4A,36
Yw42KOy5I,14
So88MJt2O,34
Jr98AYe6P,60
Jc51XIa0W,53
Bx83RPb2V,37
Cs54NAc4H,24
Ne77SBo2M,50
Vz40XUe1G,26
Ai63SAw9H,34
Iu49VYl1Q,43
Qy16QAt9A,22
Bu81CMf3R,15
Oy18RXv2N,56
Ru90KVu4Y,54
Xc27JYa2L,57
Ss64HEz5X,55
Tm46KFr5Q,54
Yo13ZXg1Y,24
Jz52WKd2C,31
In96ONu1H,29
Ol58RNh3C,60
Bo36QTv9L,16
Sh98XNq1G,14
Sy43MBc4Q,39
Da33XJn1F,60
Gg46MLg0H,40
Mp29XCi7R,22
La26OZd5D,30
Vn27HLo5X,36
Ko37WQq1F,37
Qf60UOx8M,44
Vt29TGn4P,42
Ji21HMo2O,17
Pz26CWo1F,26
Kr61GMy2H,18
Ls82PPf7B,38
Pz93TLi8K,59
Xq47BIv0O,36
Wn30FGw5M,46
Jo81MDt9V,35
Be14FYn8B,55
Kj38SQj0T,46
Vj68GMt6W,40
Rq88HNa3A,24
Bf54VJk7A,53
Ky20NQf3J,34
Yo45GJt5S,26
Bn39ZNg1C,36
Jq76CAx6U,51
Cp63KUz2B,57
Wg78XWy6X,26
Dk53HRl4M,42
Kj13UOe6X,40
Hp13LGq8F,44
By59KKy7S,52
Fz61AHf5B,15
Cf48PJx3P,31
Ip85UMe0T,54
Tv41UNx8A,30
Kj55YMu4Q,33
Ya44YIg2K,21
Vh10MTa9Z,19
Xk65XCs1U,15
Ul40DUm8T,14
Ww34LSi0W,31
Rh52SCr7Y,42
Jk31OVi1I,54
Fe44EEs7W,23
Tl60DWi6W,35
Ut37OLj4Y,45
